,site_full,site_type,published,url,author,title,uuid,text
10,www.newsdump.com,news,2015-10-13T17:08:00.000+03:00,http://www.newsdump.com/article/man-gets-bug-bounty-for-glitch-that-let-him-buy-googlecom,,Man Gets Bug Bounty For Glitch That Let Him Buy Google.com,b00e849f4935ef81a258ec24e5253f690db590bf,"Man Gets Bug Bounty For Glitch That Let Him Buy Google.com 
Published By: Digg.com - Today 
Late last month, a former Google employee managed to buy the Google.com URL via Google Domains for $12...."
11,article.wn.com,news,2015-10-13T03:00:00.000+03:00,http://article.wn.com/view/2015/10/13/Content_Regulation_in_a_Converged_World/,wn.com,Content Regulation in a Converged World.,a827ca2d40dfc650ce660c57f92533d63437fb8f,Time is running out to put forward submissions on media content regulation in the discussion document Content Regulation in a Converged World released by Broadcasting and Communications Minister Amy Adams. ...
12,article.wn.com,news,2015-10-13T03:00:00.000+03:00,http://article.wn.com/view/2015/10/13/Public_Notice_for_Title_VI_of_the_Civil_Rights_Act_of_1964_M/,wn.com,"Public Notice for Title VI of the Civil Rights Act of 1964 (Macon-Bibb, GA)",6fa4ab5634765f4f8922d2f9a0975b5f484bf8be,"( Source : Macon-Bibb, GA) 13October 2015 Public Notice for Title VI of the Civil Rights Act of 1964 Macon-Bibb County hereby gives public notice of its policy to uphold and assure full compliance with Title VI of the Civil Rights Act of"
13,article.wn.com,news,2015-10-13T03:00:00.000+03:00,http://article.wn.com/view/2015/10/13/China_to_build_12000_NEV_chargers_by_2020_The_Central_People/,wn.com,"China to build 12,000 NEV chargers by 2020 (The Central People's Government of the People's ...",ffad4d31a0ce6b507f81dfe0490965c6fb2c3d01,"( Source : The Central People's Government of the People's Republic of China ) NANJING - China will build a network of 12, 000 charging stations to meet the power demands of 5 million electric vehicles by 2020, a National Energy Administration"
14,www.newsdump.com,news,2015-10-13T17:11:00.000+03:00,http://www.newsdump.com/article/why-own-anything-anymore-zuora-founder-explains-rise-of-subscription-economy-at-subscribed-ldn,,'Why Own Anything Anymore?' Zuora Founder Explains Rise Of Subscription Economy At Subscribed Ldn,d78187bb2e4266a6f22bf9c0b8c2423900895f65,"Published By: Forbes.com: Latest News - Today 
Having coined the term, perhaps it’s not surprising that Zuora founder Tien Tzuo believes that the “subscription economy” has almost l... Read Full Story ... Related articles:"
15,www.newsdump.com,news,2015-10-13T02:02:00.000+03:00,http://www.newsdump.com/article/boilermakers-confident-despite-record,,Boilermakers confident despite record,0d5ab6b5b62b77e37f1d8547715eeb412e10e456,"Published By: Lafayette Journal: Sports - Today 
Belief outside the program is fading, but those inside Purdue's football team remain optimistic ..."
16,www.westword.com,news,2015-10-12T22:07:00.000+03:00,http://www.westword.com/news/lincoln-high-school-students-to-protest-new-middle-school-charter-7236961#post-0,Melanie Asmar,Lincoln High School Students to Protest New Middle School Charter,c85539fa11f9ae31b4d880dbf01eb75562f13771,"Protesters with Padres y Jovenes Unidos rally outside a DPS school board meeting last month. Facebook Some Lincoln High School students are pushing back against a plan by Denver Public Schools to open a charter middle school on the LHS campus, located in southwest Denver. A protest organized by the community group Padres y Jovenes Unidos is scheduled for 5 p.m. tonight in advance of a 6 p.m. public comment session being held by the DPS school board.
""The school board, the community and the students agree there is a need for a high-quality middle school in the southwest,"" says Karissa Frolov, a youth organizer with the Denver-based group. ""But there are ways to go about it. You can't just put a middle school here and say, 'Let's see how it works.'""
The DPS plan calls for adding a branch of the high-performing DSST charter school network at Lincoln in the 2017-2018 school year. The school would actually open the year before but would be ""incubated"" at an existing DSST school for a year before moving to Lincoln. There are already six DSST middle schools and three DSST high schools in DPS. All nine are charter schools that focus on STEM education, which stands for science, technology, engineering and math.
Middle schoolers in southwest Denver need better schools, DPS officials say: 47 percent of the area's sixth graders are enrolled in under-performing schools, according to a presentation by district staff to the school board last week. By comparison, the district's existing DSST schools perform very well — and officials hope that a new DSST middle school at Lincoln would do the same.
Related Stories Obama touts his jobs plan at Lincoln High School in Denver (PHOTOS) Denver Public Schools But some community members are worried that adding a middle school at Lincoln will be detrimental to a high school they say is already overcrowded and lacking key resources. In a recent survey of more than 600 Lincoln students, 85 percent said they've been late to class because of overcrowding in the hallways and 92 percent said they've experienced long waits to get lunch. The survey was organized by students, some of whom spoke at a recent school board meeting in opposition to the plan.
""It just doesn’t make any sense to the students,"" Frolov says of the plan, which involves phasing in the middle school to add a total of 450 middle school students to the Lincoln campus by the 2018-2019 school year. ""Where are they going to put them?""
DPS officials say there's plenty of room. Lincoln has a capacity of 2,100 students but it hasn't been full for years — and the district predicts that the student population will shrink even more by 2018-2019. “As Lincoln becomes smaller, it creates the space for the additional students,"" Susana Cordova, DPS's chief of schools, said at a recent school board meeting . She denied that adding a middle school at Lincoln was the first step toward eventually closing the high school altogether.
Denver Public Schools ""We are very committed to ensuring that Lincoln continues, that it has high-quality educational opportunities for students and that it needs to be fed by very strong middle schools across the board,"" she said. ""We have made the commitment that we will never turn students away from Lincoln.”
But not everyone is convinced. The slogan of the campaign opposing DPS's plan? Fix Lincoln First.
The school board is expected to vote on the plan on Thursday.
Contact: Melanie Asmar Follow: Melanie Asmar @MelanieAsmar Westword Westword"
17,www.newsdump.com,news,2015-10-13T03:31:00.000+03:00,http://www.newsdump.com/article/packers-defense-leads-the-way-to-win-over-rams,,Packers defense leads the way to win over Rams,6c5272497cfcb45dd07965e02ad6dc2f76594e52,"Published By: USATODAY.com: NFL - Today 
Despite sluggish offense, Packers defense leads the way to win over Rams ..."
18,www.newsdump.com,news,2015-10-13T02:58:00.000+03:00,http://www.newsdump.com/article/water-line-break-affecting-pelahatchie-bay-customers,,Water line break affecting Pelahatchie Bay customers,47629ab9759ea03a3a08fcfdb4487192e06c0396,"Published By: Clarion Ledger - Today 
Pearl River Valley Water Supply District experiencing major water line break. ..."
19,www.newsdump.com,news,2015-10-13T22:09:00.000+03:00,http://www.newsdump.com/article/sam-raimis-abandoned-evil-dead-4-plot-sounds-brilliantly-bonkers,,Sam Raimi’s Abandoned ‘Evil Dead 4? Plot Sounds Brilliantly Bonkers,9473e4c71b47ec53cc220f1934249dfa7554aa16,"Sam Raimi’s Abandoned ‘Evil Dead 4? Plot Sounds Brilliantly Bonkers 
Published By: Slashfilm.com - Today 
With Ash vs. Evil Dead set to arrive Starz this Halloween, the chances of a proper Evil Dead 4 just dwindled to near zero. After all, surel..."
20,www.newsdump.com,news,2015-10-13T00:31:00.000+03:00,http://www.newsdump.com/article/what-to-ask-clinton-at-the-democratic-debate,,What to ask Clinton at the Democratic debate,013636589390d1136f44684de075025d4bafd7f1,12-oct (14:09) Candidates prepare for first Democratic debate (CBS News: U.S.) Interesting article? Recommend it!
21,www.nola.com,news,2015-10-09T01:00:00.000+03:00,http://www.nola.com/politics/index.ssf/2015/10/planned_parenthood_hearing_oct.html#post-0,"Kevin Litten, NOLA.com | The Times-Picayune",Planned Parenthood and Bobby Jindal's administration headed back to federal court Oct. 16,dd88825d1071dd2c87b226f735769e35e1778456,"Planned Parenthood Gulf Coast and Gov. Bobby Jindal's administration are headed back to federal court Oct. 16, the second time the two sides will square off on the organization's Medicaid contract.
But if a recent court decision in Arkansas is any indication, the Jindal administration could face some difficulty in convincing a judge the administration shouldn't be temporarily blocked from canceling Planned Parenthood's contract. Arkansas was in a very similar position as the Jindal administration, having terminated Planned Parenthood of the Heartland's contract on Aug. 14.
According to court documents, Arkansas Gov. Asa Hutchinson said the Planned Parenthood contract was terminated because ""this organization does not represent the values of the people of our state."" Also similar to the Louisiana case is the fact that three unnamed Planned Parenthood patients were listed as plaintiffs.
In the Arkansas case, The Washington Post reported U.S. District Judge Kristine Baker issued a ruling that blocked the state from terminating benefits for the three women in the case only. But that may prove to be a technicality; Planned Parenthood is now seeking class action status to expand Baker's ruling to cover all Planned Parenthood patients who are eligible for Medicaid in Arkansas, according to The Associated Press.
Planned Parenthood Gulf Coast, which bills the state for Medicaid reimbursement for about 5,200 patients in New Orleans and Baton Rouge, appears to have learned a lesson from the Arkansas case. The most recent filing in Louisiana was filed as a class action injunction that seeks to cover all the Medicaid patients Planned Parenthood treats in Louisiana.
Planned Parenthood's chapter in Alabama is seeking a similar injunction.
All three states moved to cut Medicaid funding for the organization after a series of videos were released over the summer depicting Planned Parenthood Federation of America discussing a fetal tissue donation program. Republicans in Congress are seeking a similar measure that would affect the organization nationwide.
Planned Parenthood has argued before in Louisiana that its patients have a right to choose providers, and that the state doesn't have the right to cut off funding and force those patients to go to other providers. In this case, Planned Parenthood will try to convince a federal judge that Louisiana's termination is ""highly irregular"" and the state's standards ""have not been applied to any other Medicaid provider.""
. . . . . . Kevin Litten is a state politics reporter based in Baton Rouge. Reach him at klitten@nola.com or 225-436-2207. Follow him on Twitter ( @kevinlitten )."
22,www.newsdump.com,news,2015-10-13T22:06:00.000+03:00,http://www.newsdump.com/article/president-obama-crashed-wedding-at-golf-course,,President Obama crashed wedding at golf course,12d7b559830798ef3f0cb79edea58ec56dc980e8,"Published By: USATODAY.com: Golf - Today 
Barack Obama crashed this couple's wedding after a round of golf at Torrey Pines ..."
23,politicaloutcast.com,news,2015-10-13T21:49:00.000+03:00,http://politicaloutcast.com/2015/10/gay-gene-discovered-not-quite/,LeSellers,Re: Gay Gene Discovered--Not Quite!,b3b38eb5217f4d923b78c0df7a321207aa90d034,"Michael Balter of sciencemag.org reports: A new study of male twins, scheduled for presentation at the annual meeting of the American Society of Human Genetics (ASHG) in Baltimore, Maryland, today, could help explain that paradox. It finds that epigenetic effects, chemical modifications of the human genome that alter gene activity without changing the DNA sequence, may have a major influence on sexual orientation. The new work, from Eric Vilain's lab at the University of California (UC), Los Angeles, is “exciting” and “long overdue,” says William Rice, an evolutionary geneticist at UC Santa Barbara, who proposed in 2012 that epigenetics plays a role in sexual orientation. But Rice and others caution that the research is still preliminary and based on a small sample. 
That last bit Michael wrote was key: ""But Rice and the others caution that the research is still preliminary and based on a small sample."" It seems like there is a bit more drama than fact finding in these study results. These scientists are just working hard to give the homosexual community more justification for immoral and unethical behavior. 
If scientists published a study presenting the discovery of a ""rape gene"" does anybody really think the culture would then embrace rapists and support their culture? 
Science offers society many benefits. We all are blessed to be alive in a time when science has improved medicine, nutrition, transportation, the atmosphere, and so much more. But science is not the be all and end all of life. Science does not make ethical decisions for us. 
This article in the Atlantic offers some support of the study, but even its author, Ed Yong, is not fully convinced. He writes: So, ultimately, what we have is an underpowered fishing expedition that used inappropriate statistics and that snagged results which may be false positives. Epigenetics marks may well be involved in sexual orientation. But this study, despite its claims, does not prove that and, as designed, could not have. 
It looks like more studies are needed for science to back up the suggested biological evidence presented here. Better luck next time!"
24,www.newsdump.com,news,2015-10-13T23:36:00.000+03:00,http://www.newsdump.com/article/penn-state-prepares-for-seasons-toughest-test-against-no-1-ohio-state,,Penn State prepares for season's toughest test against No. 1 Ohio State,9d77896e29a9f4b48715f7d6a2b04e5ffdb463e9,"Published By: Philly Colleges - Today 
Penn State's philosophy of playing to its strengths and hiding its weaknesses on offense will be put to the test Saturday night against top-..."
25,www.newsdump.com,news,2015-10-14T19:04:00.000+03:00,http://www.newsdump.com/article/your-android-phone-is-at-risk-and-its-the-manufacturers-fault,,"Your Android Phone Is At Risk, And It's The Manufacturer's Fault",5452b379a2256a3ce8b135b69a489f7f5a7b6fd4,"Published By: Huffington Post Business - Today 
Android fans enjoy a lot of flexibility from their smartphones -- but a new study from researchers at the University of Cambridge reveals ..."
26,www.newsdump.com,news,2015-10-14T09:19:00.000+03:00,http://www.newsdump.com/article/clintons-debate-showing-may-spell-trouble-for-biden,,Clinton's debate showing may spell trouble for Biden,be1d0b40efc1dff1c8416ea9be569526768a738d,"Clinton's debate showing may spell trouble for Biden 
Published By: Reuters - Today 
WASHINGTON (Reuters) - U.S. Vice President Joe Biden faced an altered political dynamic on Wednesday after Hillary Clinton reasserted her co..."
27,www.newsdump.com,news,2015-10-14T13:31:00.000+03:00,http://www.newsdump.com/article/eu-mergers-and-takeovers-oct-14,,EU mergers and takeovers (Oct 14),b115c3f9b4cda7a63b037c1e3711aaff45476ce2,"Published By: Reuters - Company News - Today 
BRUSSELS, Oct 14 (Reuters) - The following are mergers under review by the European Commission and a brief guide to the EU merger process:..."
28,www.newsdump.com,news,2015-10-14T13:32:00.000+03:00,http://www.newsdump.com/article/he-spit-up-some-blood,,'He spit up some blood',90109960abbfd85f81ec404aee188f9518f4c70a,"Published By: Philly News - Today 
North Philly residents tried to comfort teen who was fatally shot Monday...."
29,www.newsdump.com,news,2015-10-14T10:02:00.000+03:00,http://www.newsdump.com/article/apple-infringed-upon-university-of-wisconsins-patent-faces-damages-totaling-862-million,,"Apple infringed upon University of Wisconsin's patent, faces damages totaling $862 million",c32ed3b85c3910fe77fd6cd89595940341f08d56,"Apple infringed upon University of Wisconsin's patent, faces damages totaling $862 million 
Published By: Neowin.net - Today 
When developing processors for its highly popular devices, Apple was found to have infringed upon a University of Wisconsin patent, and now ..."
